name,value
frauen,145.85662315141352
maenner,184.03346019508845
frauen,181.20303486023633
maenner,177.1957517708762
frauen,169.94670147069863
maenner,160.00592093960526
frauen,133.00834440578186
maenner,175.25820804306545
frauen,171.46689313883243
maenner,162.3299497441016
frauen,152.10833949764037
maenner,181.87983191500314
frauen,172.2787290255951
maenner,151.04769445197573
frauen,178.03773599775565
maenner,184.16682559100792
frauen,153.81990898218442
maenner,181.99353968068536
frauen,191.21394904205863
maenner,178.60728092772038
frauen,166.22170209664557
maenner,177.75423174153804
frauen,148.08535070336245
maenner,182.1585904026706
frauen,169.2107592795579
maenner,165.39878525247923
frauen,167.27899754273977
maenner,175.19638258619364
frauen,175.20853891283951
maenner,189.68091123648043
frauen,139.96072095144646
maenner,197.7586463132593
frauen,166.25313896722267
maenner,180.0585602818953
frauen,167.341587385047
maenner,175.2225511938557
frauen,191.6202339385284
maenner,160.53442469983156
frauen,189.59914419076188
maenner,150.81677458201176
frauen,159.26139353713307
maenner,162.6605639081021
frauen,153.48542118790326
maenner,200.58996451468772
frauen,168.0450709525989
maenner,191.67812064209062
frauen,152.11807839435164
maenner,173.34081160279567
frauen,157.17469372490297
maenner,169.54459125848473
frauen,174.926725865751
maenner,169.65240050840032
frauen,145.88632450879174
maenner,195.83585150551934
frauen,164.44838389372305
maenner,172.30043149804843
frauen,158.09154617557266
maenner,200.6257588458875
frauen,160.91871888184295
maenner,189.35802422583913
frauen,128.0645886105289
maenner,201.42632332336993
frauen,160.96918312124387
maenner,161.25201325237487
frauen,157.24617252330358
maenner,177.55479218583162
frauen,146.55768357004382
maenner,161.11129959477432
frauen,151.7885240892675
maenner,188.4257648521441
frauen,190.2378534935551
maenner,179.61376704542764
frauen,174.11978648281664
maenner,172.18216222798586
frauen,155.15527261801637
maenner,204.32351023697674
frauen,170.6875022977845
maenner,181.63493160386503
frauen,190.09433245321975
maenner,195.82766099105228
frauen,154.63912154767726
maenner,191.85780319749963
frauen,178.9725930619519
maenner,163.03618136476462
frauen,174.36308602308534
maenner,166.0093800102376
frauen,149.1287897864773
maenner,178.2613428915322
frauen,151.72256954105202
maenner,156.4973931985476
frauen,166.1846244138409
maenner,188.06443525022237
frauen,164.06206424166896
maenner,153.71693328566298
frauen,190.97829707166693
maenner,207.45707125307698
frauen,195.44177843027705
maenner,168.1413342591017
frauen,147.79407763253027
maenner,208.43434891530606
frauen,144.35366377392478
maenner,169.77185996436882
frauen,141.43601246651204
maenner,159.4208907228658
frauen,160.84994686849882
maenner,177.8693690518713
frauen,166.21257566309032
maenner,177.90806209004262
frauen,178.9480792932742
maenner,146.33078496141323
frauen,142.8280184723717
maenner,196.88550697738788
frauen,169.8220928898427
maenner,156.69685570902735
frauen,176.07389233823753
maenner,183.6060888546112
frauen,166.06490042565298
maenner,186.54955015529472
frauen,155.2475940537685
maenner,179.95281121300187
frauen,168.99708044718165
maenner,175.2033490378185
frauen,167.89448734044817
maenner,181.05549221206584
frauen,141.7655693740135
maenner,157.6381948025288
frauen,178.44643388606977
maenner,162.54732722846103
frauen,158.54907049754814
maenner,156.80473493653858
frauen,164.3189809444689
maenner,206.61837467276885
frauen,143.68075034615146
maenner,205.09701923203443
frauen,184.23221895111934
maenner,182.25672666748127
frauen,177.58759082415486
maenner,154.6017221816279
frauen,161.71468951458678
maenner,177.33114601730475
frauen,177.52596309700965
maenner,205.3531925882139
frauen,168.1165505154445
maenner,168.60359226682655
frauen,180.95393516147152
maenner,192.15472700083768
frauen,172.86471114672466
maenner,159.38916426411848
frauen,149.43237237680808
maenner,190.14758292839952
frauen,158.79061701069386
maenner,159.7250351011533
frauen,159.66771955203566
maenner,154.62380372544095
frauen,178.0609855175684
maenner,159.70556758303712
frauen,165.08024741760312
maenner,161.31634982360117
frauen,147.10691132186014
maenner,160.56008516292582
frauen,155.60396317243055
maenner,191.107362076844
frauen,171.82169448911898
maenner,178.66688575691074
frauen,185.69290795521405
maenner,171.41334052593132
frauen,206.1093989858187
maenner,157.30885374717465
frauen,171.4253209232585
maenner,158.61387960188677
frauen,150.66702453321977
maenner,163.20235468681483
frauen,171.43368337419275
maenner,156.69461903252696
frauen,153.0727396363523
maenner,169.1125551011921
frauen,187.6937867571272
maenner,186.12314580077972
frauen,166.79372565398404
maenner,155.57087487646663
frauen,144.72690239403778
maenner,204.5873589672551
frauen,122.96904168066338
maenner,153.14977541185385
frauen,189.36212873900757
maenner,175.61510271357298
frauen,168.77017393514583
maenner,221.21983960433244
frauen,175.9814060944588
maenner,193.86908109853331
frauen,168.8464040325297
maenner,172.73673762625467
frauen,142.8208810325141
maenner,161.39066963769665
frauen,163.2837576688099
maenner,188.17292931755114
frauen,174.15655313063857
maenner,177.16831271330545
frauen,163.17011542062116
maenner,170.46834723562262
frauen,179.06439134032607
maenner,183.27820606035246
frauen,160.05180367416114
maenner,168.36121679006698
frauen,168.04120777077617
maenner,226.56275882011786
frauen,180.74276824216662
maenner,208.47098065602424
frauen,150.47206532283616
maenner,191.81573163190382
frauen,163.26253321537249
maenner,190.58893641640293
frauen,157.4451583163207
maenner,167.36126110579033
frauen,177.08455085624675
maenner,193.77943207511012
frauen,165.10562712122655
maenner,170.9539372771739
frauen,157.98979201428318
maenner,158.759489035145
frauen,164.11053141409877
maenner,212.22300025247486
frauen,161.55835165600595
maenner,160.22186702695544
frauen,157.11333109768293
maenner,171.95984592695459
frauen,172.0995430809712
maenner,166.02860452810512
frauen,174.6480979815486
maenner,159.8870824826232
frauen,176.69156377269158
maenner,188.47599041709526
frauen,146.3208113392454
maenner,149.22597000576448
frauen,148.554235118964
maenner,173.58724180413043
frauen,143.50035978392418
maenner,166.78037661929963
frauen,163.04604538835198
maenner,151.69364856819593
frauen,167.12636742703387
maenner,176.09787210021454
frauen,171.92995354765355
maenner,169.43236137203905
frauen,162.84013103096999
maenner,166.44882354842184
frauen,164.78065051401936
maenner,195.54237734006884
frauen,163.9694063729572
maenner,187.24508444853154
frauen,137.84579187431845
maenner,175.7273243212542
frauen,156.62578541168065
maenner,180.29375475249904
frauen,167.81730832039645
maenner,163.76594986496187
frauen,186.15491550015093
maenner,173.67688516374528
frauen,168.2830941825319
maenner,197.78097475137142
frauen,165.1101327915046
maenner,177.0902984627994
frauen,151.97658721652803
maenner,180.3917257092259
frauen,174.230101619312
maenner,214.84101530841056
frauen,173.1322655432134
maenner,164.3875890256621
frauen,176.81741218542805
maenner,195.1665588310704
frauen,146.53072939278786
maenner,210.50887822511072
frauen,190.8427907959923
maenner,157.72191626811178
frauen,162.91663361451648
maenner,177.72612741822664
frauen,149.32341750829644
maenner,170.18997760908448
frauen,144.35763061197267
maenner,168.3237322060355
frauen,150.49969209758052
maenner,158.06303970399227
frauen,133.04733745658405
maenner,160.827647416652
frauen,163.11370171183708
maenner,200.8729605462728
frauen,153.27911049174514
maenner,188.38105098020787
frauen,149.7803123703452
maenner,191.74269566249038
frauen,138.76408164980637
maenner,206.19822204598566
frauen,157.90068598981458
maenner,170.64314739608642
frauen,135.79120957592102
maenner,192.49941005768892
frauen,157.14522845543908
maenner,176.2787678059455
frauen,190.4743510466785
maenner,168.12872815341942
frauen,175.69845740454156
maenner,194.52435294630487
frauen,181.53753459899679
maenner,178.0830358653895
frauen,182.08984110501905
maenner,157.68428573660313
frauen,158.55186823918746
maenner,172.99056784801377
frauen,132.2542449754479
maenner,205.0490277445874
frauen,187.71949603153598
maenner,199.0750508562553
frauen,141.1555022080361
maenner,150.4447062864641
frauen,150.37222524759724
maenner,179.15773879691815
frauen,191.03205128768795
maenner,193.0746553119445
frauen,154.99433410242972
maenner,147.3629509317785
frauen,165.19720417461934
maenner,203.44654675090476
frauen,176.904073085465
maenner,167.38200078768833
frauen,176.61279269349052
maenner,182.55294802257143
frauen,182.80842358530032
maenner,173.81313957377657
frauen,165.40068367146307
maenner,206.54563803946377
frauen,165.80082519293668
maenner,150.1148088309027
frauen,196.09960467724576
maenner,174.72596733117877
frauen,178.00475738073487
maenner,157.5213746921679
frauen,154.18396534933677
maenner,184.91761305053762
frauen,141.55602742377894
maenner,218.6225562118675
frauen,157.98361615455244
maenner,149.39457380592106
frauen,192.29683135660403
maenner,176.2589329372255
frauen,156.94462555500328
maenner,174.67673199847073
frauen,185.9074003184303
maenner,205.9064748726139
frauen,141.0147491867294
maenner,159.2439479800017
frauen,179.6368918936294
maenner,186.58250963079428
frauen,152.6048318070323
maenner,208.77922912353077
frauen,204.6270702653594
maenner,172.57857651356008
frauen,149.98744445379336
maenner,164.34627272519612
frauen,145.4059308020371
maenner,174.41955650351775
frauen,141.48364068156283
maenner,186.67022725651827
frauen,152.37772660196853
maenner,158.65806107097885
frauen,159.27212523212964
maenner,207.2593026633777
frauen,148.27940041492016
maenner,177.5043291531868
frauen,140.26625351934965
maenner,123.68385807790892
frauen,182.98497092027955
maenner,156.92678516141052
frauen,189.95854094001098
maenner,206.01694098815574
frauen,166.3025482174821
maenner,159.33687400388084
frauen,178.84320270164315
maenner,175.52304197657088
frauen,160.31733982411723
maenner,178.18867004446602
frauen,135.24329037308542
maenner,147.87417838493005
frauen,180.65678778950854
maenner,186.47875713326937
frauen,161.24840655516095
maenner,185.1961077956163
frauen,166.5487898805384
maenner,212.05142356902772
frauen,147.68666890130598
maenner,196.52979318421455
frauen,195.92777581200056
maenner,178.9128010131766
frauen,128.2406359212405
maenner,175.87400614604093
frauen,175.36352531868678
maenner,188.60724877219118
frauen,206.3489248768002
maenner,160.99020899517757
frauen,145.25942743709402
maenner,179.34940692934052
frauen,127.19367983691954
maenner,183.92520273362047
frauen,180.42900707675452
maenner,187.577636861582
frauen,151.05327586887057
maenner,156.4244404278112
frauen,183.33877784604863
maenner,204.44117463756095
frauen,143.66472994326753
maenner,190.38323972455157
frauen,139.8102507126405
maenner,223.7604192327318
frauen,165.06014521139994
maenner,142.4504323301909
frauen,188.52394530234616
maenner,166.4934359896125
frauen,148.17806768672514
maenner,145.6961621764009
frauen,135.7694972390328
maenner,169.61508824980191
frauen,176.8927527950882
maenner,183.13500071780692
frauen,168.0546619426823
maenner,208.8832017673801
frauen,178.5884940642008
maenner,169.20111921875937
frauen,178.52255967216163
maenner,155.2360591203264
frauen,160.0570017343633
maenner,171.71604456138496
frauen,190.19668832553424
maenner,188.88426675163944
frauen,158.13045462647764
maenner,180.7636569555188
frauen,165.3640970536106
maenner,201.77930202012834
frauen,184.44716844032615
maenner,171.8726977535095
frauen,171.68833256350197
maenner,146.92179363838295
frauen,152.03097826181286
maenner,194.99469977141848
frauen,168.5760615072566
maenner,156.81660991193982
frauen,150.95659717627652
maenner,188.80867826414064
frauen,205.30699956285466
maenner,186.89530457955104
frauen,190.09599178487804
maenner,184.23187857414345
frauen,173.92932235795845
maenner,209.27750756725848
frauen,178.8904475516751
maenner,173.5880634858471
frauen,185.6684500035387
maenner,153.09846966049383
frauen,176.13755468595338
maenner,178.5737356421346
frauen,135.43211881985772
maenner,173.11037291460704
frauen,185.73479326715145
maenner,189.14326197824366
frauen,195.77651451015683
maenner,207.62713788228268
frauen,173.79211879112398
maenner,143.9611854744778
frauen,165.37202605219653
maenner,173.4449131322482
frauen,166.87645238061617
maenner,178.70118036918407
frauen,150.9709996797217
maenner,187.56495739843172
frauen,168.94843253348023
maenner,164.51463919579086
frauen,131.831485465014
maenner,184.62217714091506
frauen,168.92367960802196
maenner,184.45289268193503
frauen,172.02060268254587
maenner,177.171208071652
frauen,159.3054008004274
maenner,175.09900184075764
frauen,160.28702966510482
maenner,204.5224091076449
frauen,139.33759165783553
maenner,189.86199873966746
frauen,164.46077691440686
maenner,213.57737309191597
frauen,157.44222958165386
maenner,172.4250095099741
frauen,170.12415100998507
maenner,154.38628950596586
frauen,174.52696501087408
maenner,170.0828320355824
frauen,143.66650226274643
maenner,179.20101697579807
frauen,173.1122958664483
maenner,172.99185122244435
frauen,155.76302057482442
maenner,169.7846548530718
frauen,160.57911959119102
maenner,148.23476334408699
frauen,209.21503215651455
maenner,162.657113930699
frauen,138.27125881561602
maenner,157.12886169805546
frauen,193.91579856516057
maenner,183.10111255341292
frauen,166.74294519493296
maenner,183.77580288057393
frauen,159.15138399900533
maenner,205.87050911620906
frauen,158.4007313255273
maenner,171.3067655171602
frauen,179.72108678553192
maenner,194.9372072845108
frauen,154.11704319678225
maenner,168.5378121643091
frauen,175.70997759050948
maenner,149.38736603724638
frauen,150.3171703518293
maenner,185.43526463128424
frauen,186.60898502756757
maenner,167.79295178269743
frauen,158.4481576913613
maenner,161.96769390992813
frauen,175.07204864921152
maenner,163.40839839020094
frauen,157.06510668939822
maenner,197.54662924843214
frauen,159.4518986318029
maenner,206.47675206732637
frauen,165.48819268128736
maenner,196.02774785229582
frauen,189.771014233495
maenner,172.34888007521332
frauen,185.46358988876227
maenner,153.18197015698166
frauen,159.5709177279029
maenner,181.5157393899915
frauen,154.2146427457359
maenner,197.98912674048384
frauen,141.7659910322
maenner,192.88473642604728
frauen,152.3398704280207
maenner,183.21590857824754
frauen,164.179358019621
maenner,181.5091608530466
frauen,199.47215136134417
maenner,161.80022765980033
frauen,135.05524745573135
maenner,185.60665687946803
frauen,153.09591015831742
maenner,178.43177613654228
frauen,143.8101202617746
maenner,178.65691614286632
frauen,158.57126350626208
maenner,173.66541047044188
frauen,153.1625924196858
maenner,155.98648082364372
frauen,216.12094770287032
maenner,166.43924681812467
frauen,167.54881888866734
maenner,191.56575104123067
frauen,166.3827901682425
maenner,178.1198419619429
frauen,143.3829646229608
maenner,177.67084254608466
frauen,182.4082151273671
maenner,173.95470689671427
frauen,150.51544050421407
maenner,203.29912216926516
frauen,155.91427762591107
maenner,177.74182719850808
frauen,130.13099504027684
maenner,182.00802528768185
frauen,181.06865548898054
maenner,180.15932555613045
frauen,129.71611340697245
maenner,159.58830701154739
frauen,137.69998520975867
maenner,176.1709250492765
frauen,146.28113387245517
maenner,201.19720794701664
frauen,160.64153709745915
maenner,185.87145492530414
frauen,157.01098766010978
maenner,150.54971842804642
frauen,194.0308679793306
maenner,178.8301800638964
frauen,159.53657416334926
maenner,187.7533421712717
frauen,193.57993299934816
maenner,176.0141203171349
frauen,158.1245622109177
maenner,191.87330862166485
frauen,166.78623925900945
maenner,174.20708730536253
frauen,131.8152990698732
maenner,157.95992837303564
frauen,138.32106691813456
maenner,190.8886987819302
frauen,138.13557243104586
maenner,182.25709250520367
frauen,172.92208687984817
maenner,187.45308691031602
frauen,198.01458487393177
maenner,196.65083852184566
frauen,162.9304244055803
maenner,181.0521987037624
frauen,168.60957719053363
maenner,147.26654037324167
frauen,179.73935057560817
maenner,179.63822383008903
frauen,180.72251016348514
maenner,147.1214987023776
frauen,160.93082192886695
maenner,167.58017967022465
frauen,157.84502107884813
maenner,195.03503584447947
frauen,156.94151653066342
maenner,145.58246925540922
frauen,176.2257825608296
maenner,179.3660350969023
frauen,154.63693004405667
maenner,166.1447643905497
frauen,184.50768500992476
maenner,171.83039516045042
frauen,161.57462334503313
maenner,195.45151651432522
frauen,155.09726080958907
maenner,185.83231585430045
frauen,185.95510533990793
maenner,201.33563631988326
frauen,124.71383038995617
maenner,156.44531301538308
frauen,159.827624311907
maenner,161.3223137779701
frauen,189.22856868154892
maenner,163.43941462265408
frauen,219.07618764440542
maenner,175.00283895288123
frauen,172.5102939169904
maenner,158.87512130496918
frauen,167.02341823319378
maenner,162.23934899909452
frauen,183.18464473354774
maenner,159.37899560965778
frauen,169.1434166132878
maenner,188.57462923456603
frauen,150.8661793204361
maenner,187.54794364943015
frauen,158.15150773003057
maenner,194.3462778685606
frauen,129.36658127578835
maenner,226.61653858402988
frauen,169.42182077917542
maenner,174.0667640050087
frauen,163.63729551512833
maenner,190.0669979336975
frauen,172.44507372785554
maenner,237.80113003149202
frauen,164.005065281017
maenner,187.76638217849475
frauen,175.28128985978603
maenner,176.12376186900974
frauen,141.69718354391938
maenner,159.41800418023013
frauen,129.90561863772174
maenner,167.2927563393183
frauen,158.46814098139
maenner,146.17342900091236
frauen,175.84112972597055
maenner,148.32436146592886
frauen,159.11622069602183
maenner,169.91115194371577
frauen,168.78294512563753
maenner,183.3041068843994
frauen,166.28843086552396
maenner,178.14757127170637
frauen,181.13359108643738
maenner,170.18811119168453
frauen,138.38420243855808
maenner,143.75972628691943
frauen,149.40187236201427
maenner,189.58928570214917
frauen,174.44586799146464
maenner,185.8991259547728
frauen,188.3791458862573
maenner,207.2939577383433
frauen,174.8578502546396
maenner,143.07612506350983
frauen,179.77677246988895
maenner,172.09617632323176
frauen,169.05189602973607
maenner,209.76619828362988
frauen,186.828364178528
maenner,179.55267037238175
frauen,174.50185732600474
maenner,202.9970130321686
frauen,167.875040286809
maenner,188.0182457280817
frauen,178.54630237246488
maenner,179.9239292924417
frauen,182.57335848942694
maenner,194.30528820131016
frauen,156.3302412634018
maenner,144.0998955685884
frauen,124.62972837008581
maenner,171.11507365010144
frauen,173.38387378368242
maenner,188.61078327535125
frauen,184.4974463796222
maenner,202.19960391162633
frauen,174.27354269515098
maenner,191.58834596053856
frauen,162.4172724849821
maenner,180.98229157134256
frauen,131.61881704372882
maenner,198.49086785730432
frauen,196.013487468159
maenner,177.6563819909974
frauen,189.35402097504044
maenner,156.96115930241868
frauen,165.91821250986723
maenner,176.9347033188307
frauen,181.3502602323294
maenner,174.3734231548927
frauen,154.10497202738165
maenner,184.2429854269984
frauen,191.34893993759493
maenner,170.3579567468613
frauen,135.1510466665143
maenner,189.47411390533821
frauen,189.19344287426574
maenner,215.51744460126386
frauen,162.08773948232763
maenner,144.17721586530268
frauen,135.83303318227752
maenner,188.20050255113802
frauen,185.80171158844254
maenner,164.03516061184428
frauen,123.20321971660351
maenner,165.7657580749985
frauen,152.74238301151942
maenner,143.8155001018516
frauen,172.51518073543343
maenner,172.60533770120395
frauen,143.1809452496673
maenner,183.58787583334396
frauen,118.4743296467245
maenner,151.00943136542887
frauen,161.37053537377636
maenner,213.24827807864764
frauen,161.59354711133966
maenner,163.35509452176538
frauen,164.70179345708488
maenner,135.2618533430252
frauen,174.7798792580752
maenner,175.29102236232586
frauen,146.75117426629478
maenner,220.88952022336335
frauen,150.10112879655702
maenner,206.9184765597552
frauen,164.2720491099635
maenner,201.0219720351896
frauen,171.50432304333802
maenner,191.98930920057984
frauen,138.7238496131602
maenner,185.93321903847163
frauen,164.00373663472539
maenner,169.29941430824374
frauen,172.1012457487699
maenner,149.51828238472268
frauen,178.56519015526263
maenner,136.2942378391154
frauen,178.1158670898392
maenner,155.60449699596487
frauen,196.26464659276678
maenner,144.43396599989975
frauen,172.01466513277373
maenner,159.13182489666235
frauen,118.64552449075013
maenner,190.87089897463125
frauen,181.46220662532423
maenner,161.0407877043287
frauen,158.34152336595886
maenner,148.95180411222987
frauen,124.93372502586735
maenner,159.4220008256609
frauen,149.15943898882946
maenner,145.6289657837825
frauen,126.7826422444202
maenner,192.26273813667308
frauen,170.23675873907456
maenner,149.62959865978922
frauen,152.49277576855556
maenner,174.70949386121958
frauen,169.529392057639
maenner,188.11509901378707
frauen,153.33402407831326
maenner,199.6180933071054
frauen,162.07102333542963
maenner,212.42138232157643
frauen,152.6510653862822
maenner,144.85065280478517
frauen,176.26694969077045
maenner,194.49632115790615
frauen,167.9272702646446
maenner,167.10866200146793
frauen,165.6470295497688
maenner,174.0607159165962
frauen,189.43403099070548
maenner,204.1654421631474
frauen,130.55352977217197
maenner,166.17318674131656
frauen,180.71356941910628
maenner,189.96247737478333
frauen,183.37052469245543
maenner,175.66997242086074
frauen,171.09012641065692
maenner,168.33753543418518
frauen,147.5242024023973
maenner,203.48530556921452
frauen,150.40128971965095
maenner,173.24727823183048
frauen,163.11976126274547
maenner,173.4706249558598
frauen,158.24486980070898
maenner,190.27713071963166
frauen,186.37853090597181
maenner,194.32316060336296
frauen,162.2326164940764
maenner,160.32535996368347
frauen,178.25481471881582
maenner,198.60748627650824
frauen,196.02733385878713
maenner,165.6418575683778
frauen,173.6333221132357
maenner,161.00827224117432
frauen,149.95737830777836
maenner,134.25664159901729
frauen,142.05562643744622
maenner,174.70964672094158
frauen,147.3466341841631
maenner,183.26116217237566
frauen,175.297851421146
maenner,164.31776978092492
frauen,150.1160247412893
maenner,200.36940542862735
frauen,178.08062197428185
maenner,188.86758721730672
frauen,132.2670742137131
maenner,179.2473644851735
frauen,153.6279760499912
maenner,210.8272740910505
frauen,175.40398584921178
maenner,149.61771211481621
frauen,165.91003045675166
maenner,182.68194042176242
frauen,158.47182203214885
maenner,193.03844883393103
frauen,121.71329735384407
maenner,158.99455276355525
frauen,163.85511757735154
maenner,172.65036418785246
frauen,153.35305998018896
maenner,176.36713411147946
frauen,147.12975798802373
maenner,169.17115482355737
frauen,153.13896724031912
maenner,178.688771818644
frauen,164.90292204083593
maenner,174.53987744870457
frauen,146.79648431431193
maenner,162.0286342373114
frauen,135.05386226128974
maenner,191.48215007156216
frauen,128.32887151660202
maenner,166.73948217699044
frauen,152.5393538511007
maenner,165.81746857913228
frauen,135.45568025437936
maenner,186.30064546916523
frauen,151.96850931831827
maenner,208.7482225198716
frauen,163.17602436669654
maenner,144.83216215248515
frauen,131.00958455495083
maenner,181.06157136646445
frauen,190.15181037374666
maenner,184.74760834727945
frauen,145.65852513972712
maenner,177.94042526212945
frauen,157.44431417811722
maenner,224.74347247560684
frauen,165.78121353321893
maenner,200.64626404114574
frauen,137.47865883722852
maenner,167.5155594095551
frauen,175.06392532365405
maenner,165.83856375411358
frauen,168.05539817674432
maenner,194.29849620877744
frauen,159.97266088754375
maenner,196.02469986897998
frauen,175.6022116695351
maenner,190.70083450736917
frauen,150.04177417226668
maenner,166.21793249210936
frauen,175.84281219943506
maenner,187.3679618459543
frauen,145.9435458953069
maenner,175.9792763654023
frauen,194.18149344090492
maenner,211.6079155187978
frauen,153.106465936055
maenner,161.59141787566037
frauen,145.33269462546144
maenner,178.0035147962203
frauen,160.2269231893058
maenner,158.44504170269101
frauen,191.96758714495917
maenner,159.2366732716598
frauen,190.37877286271348
maenner,177.47585162082166
frauen,163.90557920088614
maenner,173.08356519220473
frauen,137.1350546344163
maenner,168.17477398562656
frauen,164.39766724300412
maenner,206.05662445526775
frauen,184.83032836562055
maenner,179.01795528418862
frauen,151.79756413926776
maenner,201.78485317759282
frauen,164.1401597267645
maenner,159.25562632560354
frauen,162.76613362285687
maenner,172.85805292951423
frauen,152.71573766992375
maenner,151.4390603368517
frauen,148.66901500416307
maenner,204.04437530791853
frauen,193.24628046631796
maenner,159.2531138415611
frauen,162.22218034361984
maenner,204.66110162250655
frauen,173.67556903728465
maenner,159.0712075725322
frauen,154.63215873285054
maenner,175.65259581588472
frauen,180.53307839310983
maenner,124.23411866433472
frauen,159.96054277369896
maenner,172.83505841929625
frauen,169.65023725013936
maenner,177.67264875305966
frauen,186.44818855765772
maenner,141.91305698072347
frauen,166.1022219754315
maenner,172.07787224872328
frauen,150.37725211885405
maenner,170.99012969949285
frauen,150.30582171689917
maenner,143.38312043262687
frauen,169.70211826233614
maenner,194.01631956138084
frauen,180.44988919341924
maenner,154.97240766470313
frauen,171.71752231790816
maenner,173.3510077621115
frauen,156.07511910910736
maenner,187.8342037261872
frauen,145.301250802049
maenner,167.68389389459003
frauen,188.85875183696896
maenner,191.16464747316235
frauen,155.0398983458926
maenner,179.78507501160394
frauen,160.81403732301033
maenner,204.92052637267565
frauen,162.46259570772483
maenner,165.14597085898993
frauen,150.51208217992098
maenner,155.9376677514802
frauen,152.9405858397546
maenner,184.0342985755786
frauen,162.59944822279698
maenner,173.79698460811122
frauen,149.92422835628358
maenner,171.93977232253917
frauen,169.73122513398573
maenner,186.58366075054403
frauen,163.11157174959155
maenner,186.36679836643748
frauen,158.99611861184175
maenner,177.74735489097225
frauen,150.53591835994192
maenner,189.13797777354185
frauen,157.53540622191977
maenner,191.35085503496134
frauen,161.54131413429715
maenner,192.81436930197745
frauen,152.31487345213893
maenner,195.25844181598472
frauen,173.20961545391285
maenner,201.3258709313595
frauen,163.02620258528069
maenner,174.87495735202117
frauen,147.14130704927024
maenner,169.26114500155927
frauen,171.96669696314032
maenner,154.70559459784292
frauen,147.76456918036328
maenner,173.0054218251629
frauen,167.08612420209565
maenner,160.2609382794686
frauen,174.0684593519342
maenner,185.00438702918478
frauen,158.25594872655108
maenner,173.7226819212207
frauen,190.84468260236136
maenner,167.09188143193361
frauen,134.73877697842926
maenner,159.33083147536863
frauen,156.41672800092178
maenner,178.5230900532586
frauen,152.86637252865285
maenner,166.35628976453188
frauen,173.3415486749927
maenner,154.12006307229333
frauen,152.45869368556916
maenner,151.326014631524
frauen,167.97120781779242
maenner,197.76484056784437
frauen,121.37974091614285
maenner,164.87673222250706
frauen,135.67819138008673
maenner,163.30621586142803
frauen,161.2059336651626
maenner,172.00511054382227
frauen,169.32930101432711
maenner,166.76386152019506
frauen,142.35892898516113
maenner,169.19081823454064
frauen,126.27702514863344
maenner,171.6200820132648
frauen,120.30511312862072
